Wall time,Step,Value
1670941055.4616208,96849,0.59375
1670941126.0080345,96999,0.65625
1670941164.3372574,97049,0.6875
1670941189.3516142,97099,0.71875
1670941212.3707883,97149,0.6875
1670941282.7343075,97299,0.59375
1670941328.9858973,97399,0.5625
1670941398.6019487,97549,0.8125
1670941421.8617036,97599,0.46875
1670941467.8276577,97699,0.5625
1670941538.0132544,97849,0.71875
1670941632.0984533,98049,0.65625
1670941655.5716727,98099,0.6875
1670941678.9451358,98149,0.625
1670941702.532244,98199,0.625
1670941725.9301956,98249,0.6875
1670941772.5793824,98349,0.75
1670941796.1558294,98399,0.65625
1670941819.8848417,98449,0.625
1670941843.3529375,98499,0.625
1670941983.3288858,98799,0.71875
1670942046.3065612,98899,0.625
1670942092.840473,98999,0.65625
1670942116.0488343,99049,0.625
1670942139.125987,99099,0.71875
1670942162.4151642,99149,0.6875
1670942185.8579028,99199,0.6875
1670942232.620065,99299,0.625
1670942279.164413,99399,0.71875
1670942302.406355,99449,0.65625
1670942372.1394126,99599,0.59375
1670942395.4937122,99649,0.6875
1670942465.6949558,99799,0.53125
1670942629.7668598,100149,0.71875
1670942972.9874237,100849,0.625
1670942996.1108825,100899,0.75
1670943088.8227983,101099,0.59375
1670943112.2455812,101149,0.6875
1670943136.144625,101199,0.59375
1670943182.955685,101299,0.53125
1670943206.046016,101349,0.75
1670943252.6880789,101449,0.75
1670943322.8779235,101599,0.71875
1670943346.3786225,101649,0.71875
1670943393.544386,101749,0.625
1670943416.8260803,101799,0.59375
1670943440.4491234,101849,0.71875
1670943534.2022192,102049,0.65625
1670943557.5278747,102099,0.53125
1670943604.4218261,102199,0.65625
1670943627.819765,102249,0.625
1670943698.4313025,102399,0.6875
1670943722.0806434,102449,0.65625
1670943745.6185474,102499,0.71875
1670943877.9347086,102749,0.6875
1670943901.5832174,102799,0.65625
1670943924.736526,102849,0.5625
1670943948.254299,102899,0.59375
1670944183.1290119,103399,0.59375
1670944206.5351756,103449,0.53125
1670944253.372671,103549,0.71875
1670944346.7634008,103749,0.53125
1670944440.6350117,103949,0.59375
1670944464.0249627,103999,0.625
1670944580.7991953,104249,0.78125
1670944625.993415,104349,0.59375
1670944667.4371138,104399,0.59375
1670944713.766575,104499,0.5625
1670944736.9540968,104549,0.53125
1670944760.015059,104599,0.78125
1670944853.1727235,104799,0.6875
1670944876.1743312,104849,0.5625
1670944899.644055,104899,0.6875
1670944923.0329962,104949,0.875
1670944969.367314,105049,0.65625
1670944992.7388234,105099,0.53125
1670945039.477659,105199,0.5
1670945062.5034716,105249,0.6875
1670945085.9634156,105299,0.71875
1670945109.252379,105349,0.5625
1670945178.929051,105499,0.53125
1670945202.282258,105549,0.625
1670945295.889079,105749,0.5625
1670945319.226108,105799,0.6875
1670945413.2551985,105999,0.75
1670945436.6044943,106049,0.625
1670945483.5262198,106149,0.6875
1670945522.6577249,106199,0.78125
1670945546.4986296,106249,0.625
1670945592.751083,106349,0.75
1670945615.947914,106399,0.59375
1670945780.0968242,106749,0.59375
1670945803.4479377,106799,0.6875
1670945826.6911106,106849,0.71875
1670945896.7259953,106999,0.75
1670945990.5238197,107199,0.65625
1670946129.8198109,107499,0.75
1670946153.0356493,107549,0.59375
1670946246.3703294,107749,0.59375
1670946269.747833,107799,0.625
1670946362.84507,107999,0.65625
1670946403.2762594,108049,0.625
1670946426.5177286,108099,0.84375
1670946449.489303,108149,0.5
1670946612.2967098,108499,0.71875
1670946705.8730447,108699,0.625
1670946752.4437187,108799,0.53125
1670946775.9139683,108849,0.65625
1670946940.1707335,109199,0.5
1670946987.0713894,109299,0.71875
1670947033.839417,109399,0.5625
1670947080.811796,109499,0.5625
1670947197.5280488,109749,0.65625
1670947331.0236437,109999,0.53125
1670947377.8535893,110099,0.78125
1670947401.0000074,110149,0.78125
1670947424.4295526,110199,0.71875
1670947494.6336215,110349,0.5625
1670947564.2999382,110499,0.625
1670947611.416682,110599,0.5
1670947635.0074065,110649,0.8125
1670947681.922784,110749,0.71875
1670947705.2541075,110799,0.5625
1670947728.546061,110849,0.875
1670947845.597473,111099,0.65625
1670947869.056772,111149,0.625
1670947892.7119138,111199,0.625
1670947939.8518188,111299,0.75
1670947986.5986114,111399,0.71875
1670948143.6746595,111699,0.40625
1670948213.9431365,111849,0.6875
1670948283.448457,111999,0.5625
1670948353.6469467,112149,0.71875
1670948400.6455684,112249,0.78125
1670948470.8540967,112399,0.84375
1670948634.6722796,112749,0.625
1670948704.9491658,112899,0.625
1670948728.4020624,112949,0.65625
1670948869.735183,113249,0.59375
1670948916.3059814,113349,0.625
1670948939.6514251,113399,0.59375
1670949119.7636406,113749,0.71875
1670949166.5390167,113849,0.71875
1670949259.6542487,114049,0.625
1670949282.9892645,114099,0.75
1670949353.4405527,114249,0.625
1670949376.8543313,114299,0.625
1670949517.1807241,114599,0.6875
1670949540.524946,114649,0.71875
1670949563.9303281,114699,0.6875
1670949728.7556055,115049,0.75
1670949845.956406,115299,0.65625
1670949866.3044093,115349,0.5625
1670949909.1892612,115399,0.625
1670949932.3958757,115449,0.6875
